      -0.14000000,       0.10215336,       0.15615430,       0.19006094,       0.19968746,       0.20661386,       0.20837637,       0.21118270,       0.21237894,       0.20789117,       0.20589126,       0.20463103,       0.20329166,       0.20127093,       0.20200123,       0.20214303,       0.20019051,       0.20214303,       0.20200123,       0.20127093,       0.20329166,       0.20463103,       0.20589126,       0.20789117,       0.21237894,       0.21118270,       0.20837637,       0.20661386,       0.19968746,       0.19006094,       0.15615430,       0.10215336
      -0.13906667,       0.10262095,       0.15926240,       0.18752635,       0.18855677,       0.18408315,       0.18338807,       0.18185803,       0.18035225,       0.18046957,       0.18082011,       0.18110303,       0.18048514,       0.18052723,       0.18154356,       0.17968802,       0.18054253,       0.17968802,       0.18154356,       0.18052723,       0.18048514,       0.18110303,       0.18082011,       0.18046957,       0.18035225,       0.18185803,       0.18338807,       0.18408315,       0.18855677,       0.18752635,       0.15926240,       0.10262095
      -0.13813333,       0.09471511,       0.15061420,       0.19085029,       0.20911078,       0.20581047,       0.20215012,       0.19585459,       0.19452898,       0.19675726,       0.19725389,       0.19557940,       0.19518467,       0.19425516,       0.19386538,       0.19200778,       0.19257786,       0.19200778,       0.19386538,       0.19425516,       0.19518467,       0.19557940,       0.19725389,       0.19675726,       0.19452898,       0.19585459,       0.20215012,       0.20581047,       0.20911078,       0.19085029,       0.15061420,       0.09471511
      -0.13720000,       0.08537005,       0.13685081,       0.16634474,       0.18232091,       0.18928375,       0.18619740,       0.18328077,       0.18172735,       0.17859225,       0.17905426,       0.17900620,       0.17870156,       0.17859881,       0.17842348,       0.17713607,       0.17685193,       0.17713607,       0.17842348,       0.17859881,       0.17870156,       0.17900620,       0.17905426,       0.17859225,       0.18172735,       0.18328077,       0.18619740,       0.18928375,       0.18232091,       0.16634474,       0.13685081,       0.08537005
      -0.13626667,       0.07799725,       0.13135052,       0.15985088,       0.17496341,       0.18684409,       0.19044931,       0.18567485,       0.18168340,       0.17943453,       0.17955334,       0.18194509,       0.18136840,       0.18254987,       0.18106298,       0.18128026,       0.18072604,       0.18128026,       0.18106298,       0.18254987,       0.18136840,       0.18194509,       0.17955334,       0.17943453,       0.18168340,       0.18567485,       0.19044931,       0.18684409,       0.17496341,       0.15985088,       0.13135052,       0.07799725
      -0.13533333,       0.06560118,       0.11390782,       0.14329188,       0.15296923,       0.15831443,       0.16024596,       0.15708154,       0.15557674,       0.15185473,       0.14981803,       0.14942109,       0.14918142,       0.15003872,       0.14912265,       0.14938125,       0.15114005,       0.14938125,       0.14912265,       0.15003872,       0.14918142,       0.14942109,       0.14981803,       0.15185473,       0.15557674,       0.15708154,       0.16024596,       0.15831443,       0.15296923,       0.14329188,       0.11390782,       0.06560118
      -0.13440000,       0.04968162,       0.08380833,       0.10685188,       0.11869290,       0.12257324,       0.12467001,       0.12128641,       0.11843818,       0.11795320,       0.11560660,       0.11557984,       0.11657855,       0.11724795,       0.11749280,       0.11903361,       0.12030885,       0.11903361,       0.11749280,       0.11724795,       0.11657855,       0.11557984,       0.11560660,       0.11795320,       0.11843818,       0.12128641,       0.12467001,       0.12257324,       0.11869290,       0.10685188,       0.08380833,       0.04968162
      -0.13346667,       0.02834754,       0.05004530,       0.06768877,       0.07935891,       0.08656940,       0.09047985,       0.08935973,       0.08697306,       0.08464654,       0.08073677,       0.07921651,       0.07899680,       0.07879249,       0.07898373,       0.07927170,       0.07944571,       0.07927170,       0.07898373,       0.07879249,       0.07899680,       0.07921651,       0.08073677,       0.08464654,       0.08697306,       0.08935973,       0.09047985,       0.08656940,       0.07935891,       0.06768877,       0.05004530,       0.02834754
      -0.13253333,       0.01310937,       0.02361588,       0.03237067,       0.03857896,       0.04334057,       0.04673601,       0.04820585,       0.04894957,       0.04925303,       0.04884591,       0.04873383,       0.04877833,       0.04875803,       0.04876947,       0.04885046,       0.04890938,       0.04885046,       0.04876947,       0.04875803,       0.04877833,       0.04873383,       0.04884591,       0.04925303,       0.04894957,       0.04820585,       0.04673601,       0.04334057,       0.03857896,       0.03237067,       0.02361588,       0.01310937
      -0.13160000,       0.00937246,       0.01780342,       0.02551403,       0.03154092,       0.03688699,       0.04120944,       0.04399365,       0.04605314,       0.04742746,       0.04808912,       0.04851346,       0.04874972,       0.04883364,       0.04882190,       0.04883606,       0.04886305,       0.04883606,       0.04882190,       0.04883364,       0.04874972,       0.04851346,       0.04808912,       0.04742746,       0.04605314,       0.04399365,       0.04120944,       0.03688699,       0.03154092,       0.02551403,       0.01780342,       0.00937246
