      -0.14000000,       0.76423415,       0.76423415,       0.76423415,       0.76423415,       0.76423415,       0.76423415,       0.76423415,       0.76423415,       0.76423415,       0.76423415,       0.76423415,       0.76423415,       0.76423415,       0.76423415,       0.76423415,       0.76423415,       0.76423415,       0.76423415,       0.76423415,       0.76423415,       0.76423415,       0.76423415,       0.76423415,       0.76423415,       0.76423415,       0.76423415,       0.76423415,       0.76423415,       0.76423415,       0.76423415
      -0.13906667,       0.80537181,       0.80537181,       0.80537181,       0.80537181,       0.80537181,       0.80537181,       0.80537181,       0.80537181,       0.80537181,       0.80537181,       0.80537181,       0.80537181,       0.80537181,       0.80537181,       0.80537181,       0.80537181,       0.80537181,       0.80537181,       0.80537181,       0.80537181,       0.80537181,       0.80537181,       0.80537181,       0.80537181,       0.80537181,       0.80537181,       0.80537181,       0.80537181,       0.80537181,       0.80537181
      -0.13813333,       0.93813254,       0.93813254,       0.93813254,       0.93813254,       0.93813254,       0.93813254,       0.93813254,       0.93813254,       0.93813254,       0.93813254,       0.93813254,       0.93813254,       0.93813254,       0.93813254,       0.93813254,       0.93813254,       0.93813254,       0.93813254,       0.93813254,       0.93813254,       0.93813254,       0.93813254,       0.93813254,       0.93813254,       0.93813254,       0.93813254,       0.93813254,       0.93813254,       0.93813254,       0.93813254
      -0.13720000,       0.95478203,       0.95478203,       0.95478203,       0.95478203,       0.95478203,       0.95478203,       0.95478203,       0.95478203,       0.95478203,       0.95478203,       0.95478203,       0.95478203,       0.95478203,       0.95478203,       0.95478203,       0.95478203,       0.95478203,       0.95478203,       0.95478203,       0.95478203,       0.95478203,       0.95478203,       0.95478203,       0.95478203,       0.95478203,       0.95478203,       0.95478203,       0.95478203,       0.95478203,       0.95478203
      -0.13626667,       1.15613746,       1.15613746,       1.15613746,       1.15613746,       1.15613746,       1.15613746,       1.15613746,       1.15613746,       1.15613746,       1.15613746,       1.15613746,       1.15613746,       1.15613746,       1.15613746,       1.15613746,       1.15613746,       1.15613746,       1.15613746,       1.15613746,       1.15613746,       1.15613746,       1.15613746,       1.15613746,       1.15613746,       1.15613746,       1.15613746,       1.15613746,       1.15613746,       1.15613746,       1.15613746
      -0.13533333,       1.31706043,       1.31706043,       1.31706043,       1.31706043,       1.31706043,       1.31706043,       1.31706043,       1.31706043,       1.31706043,       1.31706043,       1.31706043,       1.31706043,       1.31706043,       1.31706043,       1.31706043,       1.31706043,       1.31706043,       1.31706043,       1.31706043,       1.31706043,       1.31706043,       1.31706043,       1.31706043,       1.31706043,       1.31706043,       1.31706043,       1.31706043,       1.31706043,       1.31706043,       1.31706043
      -0.13440000,       1.71210677,       1.71210677,       1.71210677,       1.71210677,       1.71210677,       1.71210677,       1.71210677,       1.71210677,       1.71210677,       1.71210677,       1.71210677,       1.71210677,       1.71210677,       1.71210677,       1.71210677,       1.71210677,       1.71210677,       1.71210677,       1.71210677,       1.71210677,       1.71210677,       1.71210677,       1.71210677,       1.71210677,       1.71210677,       1.71210677,       1.71210677,       1.71210677,       1.71210677,       1.71210677
      -0.13346667,       2.00525551,       2.00525551,       2.00525551,       2.00525551,       2.00525551,       2.00525551,       2.00525551,       2.00525551,       2.00525551,       2.00525551,       2.00525551,       2.00525551,       2.00525551,       2.00525551,       2.00525551,       2.00525551,       2.00525551,       2.00525551,       2.00525551,       2.00525551,       2.00525551,       2.00525551,       2.00525551,       2.00525551,       2.00525551,       2.00525551,       2.00525551,       2.00525551,       2.00525551,       2.00525551
      -0.13253333,       0.56661900,       0.56661900,       0.56661900,       0.56661900,       0.56661900,       0.56661900,       0.56661900,       0.56661900,       0.56661900,       0.56661900,       0.56661900,       0.56661900,       0.56661900,       0.56661900,       0.56661900,       0.56661900,       0.56661900,       0.56661900,       0.56661900,       0.56661900,       0.56661900,       0.56661900,       0.56661900,       0.56661900,       0.56661900,       0.56661900,       0.56661900,       0.56661900,       0.56661900,       0.56661900
      -0.13160000,       0.20302970,       0.20302970,       0.20302970,       0.20302970,       0.20302970,       0.20302970,       0.20302970,       0.20302970,       0.20302970,       0.20302970,       0.20302970,       0.20302970,       0.20302970,       0.20302970,       0.20302970,       0.20302970,       0.20302970,       0.20302970,       0.20302970,       0.20302970,       0.20302970,       0.20302970,       0.20302970,       0.20302970,       0.20302970,       0.20302970,       0.20302970,       0.20302970,       0.20302970,       0.20302970
      -0.13066667,       0.10893096,       0.10893096,       0.10893096,       0.10893096,       0.10893096,       0.10893096,       0.10893096,       0.10893096,       0.10893096,       0.10893096,       0.10893096,       0.10893096,       0.10893096,       0.10893096,       0.10893096,       0.10893096,       0.10893096,       0.10893096,       0.10893096,       0.10893096,       0.10893096,       0.10893096,       0.10893096,       0.10893096,       0.10893096,       0.10893096,       0.10893096,       0.10893096,       0.10893096,       0.10893096
      -0.12973333,       0.07016143,       0.07016143,       0.07016143,       0.07016143,       0.07016143,       0.07016143,       0.07016143,       0.07016143,       0.07016143,       0.07016143,       0.07016143,       0.07016143,       0.07016143,       0.07016143,       0.07016143,       0.07016143,       0.07016143,       0.07016143,       0.07016143,       0.07016143,       0.07016143,       0.07016143,       0.07016143,       0.07016143,       0.07016143,       0.07016143,       0.07016143,       0.07016143,       0.07016143,       0.07016143
      -0.12880000,       0.04999095,       0.04999095,       0.04999095,       0.04999095,       0.04999095,       0.04999095,       0.04999095,       0.04999095,       0.04999095,       0.04999095,       0.04999095,       0.04999095,       0.04999095,       0.04999095,       0.04999095,       0.04999095,       0.04999095,       0.04999095,       0.04999095,       0.04999095,       0.04999095,       0.04999095,       0.04999095,       0.04999095,       0.04999095,       0.04999095,       0.04999095,       0.04999095,       0.04999095,       0.04999095
