      -0.14000000,       0.10330612,       0.15634533,       0.19003991,       0.19949609,       0.20584692,       0.20884634,       0.20960322,       0.21079873,       0.20970206,       0.20811708,       0.20436177,       0.20346292,       0.20266914,       0.20116542,       0.20223354,       0.20179845,       0.20179845,       0.20223354,       0.20116542,       0.20266914,       0.20346292,       0.20436177,       0.20811708,       0.20970206,       0.21079873,       0.20960322,       0.20884634,       0.20584692,       0.19949609,       0.19003991,       0.15634533,       0.10330612
      -0.13906667,       0.10253454,       0.15937355,       0.18751614,       0.19024410,       0.18722175,       0.18261358,       0.18167166,       0.18227932,       0.18136580,       0.17998552,       0.18076930,       0.18116030,       0.18059084,       0.18096836,       0.18049269,       0.18024185,       0.18024185,       0.18049269,       0.18096836,       0.18059084,       0.18116030,       0.18076930,       0.17998552,       0.18136580,       0.18227932,       0.18167166,       0.18261358,       0.18722175,       0.19024410,       0.18751614,       0.15937355,       0.10253454
      -0.13813333,       0.09500710,       0.14979631,       0.19015973,       0.20717664,       0.20513270,       0.20225829,       0.19696179,       0.19377739,       0.19428967,       0.19674132,       0.19604224,       0.19559177,       0.19427843,       0.19452705,       0.19207352,       0.19239844,       0.19239844,       0.19207352,       0.19452705,       0.19427843,       0.19559177,       0.19604224,       0.19674132,       0.19428967,       0.19377739,       0.19696179,       0.20225829,       0.20513270,       0.20717664,       0.19015973,       0.14979631,       0.09500710
      -0.13720000,       0.08539362,       0.13641908,       0.16641401,       0.18224640,       0.18960059,       0.18604774,       0.18366312,       0.18169776,       0.17996199,       0.17905309,       0.18001715,       0.17872931,       0.17866565,       0.17940261,       0.17745939,       0.17795389,       0.17795389,       0.17745939,       0.17940261,       0.17866565,       0.17872931,       0.18001715,       0.17905309,       0.17996199,       0.18169776,       0.18366312,       0.18604774,       0.18960059,       0.18224640,       0.16641401,       0.13641908,       0.08539362
      -0.13626667,       0.07804642,       0.13174017,       0.16046913,       0.17463955,       0.18666250,       0.19078036,       0.18516263,       0.18196702,       0.17911930,       0.17929365,       0.17960754,       0.18209052,       0.18204897,       0.18011250,       0.18151510,       0.18046999,       0.18046999,       0.18151510,       0.18011250,       0.18204897,       0.18209052,       0.17960754,       0.17929365,       0.17911930,       0.18196702,       0.18516263,       0.19078036,       0.18666250,       0.17463955,       0.16046913,       0.13174017,       0.07804642
      -0.13533333,       0.06560669,       0.11409042,       0.14313002,       0.15320632,       0.15845071,       0.16012681,       0.15757491,       0.15581669,       0.15180520,       0.14978994,       0.14968891,       0.14954091,       0.14951373,       0.14883943,       0.14901102,       0.14757122,       0.14757122,       0.14901102,       0.14883943,       0.14951373,       0.14954091,       0.14968891,       0.14978994,       0.15180520,       0.15581669,       0.15757491,       0.16012681,       0.15845071,       0.15320632,       0.14313002,       0.11409042,       0.06560669
      -0.13440000,       0.04973157,       0.08375291,       0.10685121,       0.11865144,       0.12261278,       0.12457863,       0.12100775,       0.11811697,       0.11797116,       0.11553184,       0.11542286,       0.11538758,       0.11650711,       0.11738670,       0.11728721,       0.11945788,       0.11945788,       0.11728721,       0.11738670,       0.11650711,       0.11538758,       0.11542286,       0.11553184,       0.11797116,       0.11811697,       0.12100775,       0.12457863,       0.12261278,       0.11865144,       0.10685121,       0.08375291,       0.04973157
      -0.13346667,       0.02830625,       0.05004906,       0.06764710,       0.07920408,       0.08639255,       0.09043171,       0.08937754,       0.08699104,       0.08466358,       0.08076506,       0.07911706,       0.07870965,       0.07862400,       0.07892785,       0.07890192,       0.07932511,       0.07932511,       0.07890192,       0.07892785,       0.07862400,       0.07870965,       0.07911706,       0.08076506,       0.08466358,       0.08699104,       0.08937754,       0.09043171,       0.08639255,       0.07920408,       0.06764710,       0.05004906,       0.02830625
      -0.13253333,       0.01310334,       0.02361325,       0.03236025,       0.03854369,       0.04330454,       0.04671589,       0.04820686,       0.04895092,       0.04925252,       0.04885127,       0.04870996,       0.04870868,       0.04871204,       0.04875031,       0.04874822,       0.04884242,       0.04884242,       0.04874822,       0.04875031,       0.04871204,       0.04870868,       0.04870996,       0.04885127,       0.04925252,       0.04895092,       0.04820686,       0.04671589,       0.04330454,       0.03854369,       0.03236025,       0.02361325,       0.01310334
      -0.13160000,       0.00937086,       0.01780311,       0.02551178,       0.03153095,       0.03687709,       0.04120361,       0.04399431,       0.04605621,       0.04743153,       0.04809937,       0.04851863,       0.04874044,       0.04883018,       0.04882696,       0.04880309,       0.04881587,       0.04881587,       0.04880309,       0.04882696,       0.04883018,       0.04874044,       0.04851863,       0.04809937,       0.04743153,       0.04605621,       0.04399431,       0.04120361,       0.03687709,       0.03153095,       0.02551178,       0.01780311,       0.00937086
