       1.59398496,      -0.00280000,       0.12486792
       1.59398496,      -0.00186667,       0.06713603
       1.59398496,      -0.00093333,       0.04955337
       1.59398496,       0.00000000,       0.04574066
       1.59398496,       0.00093333,       0.05139835
       1.59398496,       0.00186667,       0.07175229
       1.59398496,       0.00280000,       0.13600225
       1.60401003,      -0.00280000,       0.25608372
       1.60401003,      -0.00186667,       0.10550723
       1.60401003,      -0.00093333,       0.06894639
       1.60401003,       0.00000000,       0.06139122
       1.60401003,       0.00093333,       0.07153159
       1.60401003,       0.00186667,       0.11257223
       1.60401003,       0.00280000,       0.27734609
       1.61403509,      -0.00280000,       0.64454385
       1.61403509,      -0.00186667,       0.18204985
       1.61403509,      -0.00093333,       0.10031688
       1.61403509,       0.00000000,       0.08497917
       1.61403509,       0.00093333,       0.10407878
       1.61403509,       0.00186667,       0.19372449
       1.61403509,       0.00280000,       0.69327485
       1.62406015,      -0.00280000,       1.71877677
       1.62406015,      -0.00186667,       0.35266843
       1.62406015,      -0.00093333,       0.15314658
       1.62406015,       0.00000000,       0.12108855
       1.62406015,       0.00093333,       0.15883721
       1.62406015,       0.00186667,       0.37388311
       1.62406015,       0.00280000,       1.83427610
       1.63408521,      -0.00280000,       1.87198908
       1.63408521,      -0.00186667,       0.78008221
       1.63408521,      -0.00093333,       0.24620366
       1.63408521,       0.00000000,       0.17703010
       1.63408521,       0.00093333,       0.25515611
       1.63408521,       0.00186667,       0.82299896
       1.63408521,       0.00280000,       1.98092104
       1.64411028,      -0.00280000,       1.02343310
       1.64411028,      -0.00186667,       1.82080011
       1.64411028,      -0.00093333,       0.41834054
       1.64411028,       0.00000000,       0.26435407
       1.64411028,       0.00093333,       0.43297743
       1.64411028,       0.00186667,       1.90967936
       1.64411028,       0.00280000,       1.07359489
       1.65413534,      -0.00280000,       0.63118560
       1.65413534,      -0.00186667,       2.82171716
       1.65413534,      -0.00093333,       0.75150389
       1.65413534,       0.00000000,       0.40096396
       1.65413534,       0.00093333,       0.77623826
       1.65413534,       0.00186667,       2.93970917
       1.65413534,       0.00280000,       0.65650683
       1.66416040,      -0.00280000,       0.46430825
       1.66416040,      -0.00186667,       2.19136677
       1.66416040,      -0.00093333,       1.40352400
       1.66416040,       0.00000000,       0.61368710
       1.66416040,       0.00093333,       1.44570892
       1.66416040,       0.00186667,       2.26687618
       1.66416040,       0.00280000,       0.47912897
