       1.59398496,      -0.00280000,       0.54847003
       1.59398496,      -0.00186667,       0.27026159
       1.59398496,      -0.00093333,       0.09391456
       1.59398496,       0.00000000,       0.07143001
       1.59398496,       0.00093333,       0.09711189
       1.59398496,       0.00186667,       0.28416977
       1.59398496,       0.00280000,       0.57842182
       1.60401003,      -0.00280000,       0.26978378
       1.60401003,      -0.00186667,       0.83709087
       1.60401003,      -0.00093333,       0.20213451
       1.60401003,       0.00000000,       0.12402160
       1.60401003,       0.00093333,       0.20846988
       1.60401003,       0.00186667,       0.87174834
       1.60401003,       0.00280000,       0.28226463
       1.61403509,      -0.00280000,       0.18444650
       1.61403509,      -0.00186667,       0.75660685
       1.61403509,      -0.00093333,       0.53071176
       1.61403509,       0.00000000,       0.23806815
       1.61403509,       0.00093333,       0.54498265
       1.61403509,       0.00186667,       0.78032279
       1.61403509,       0.00280000,       0.19175813
       1.62406015,      -0.00280000,       0.15979341
       1.62406015,      -0.00186667,       0.47088773
       1.62406015,      -0.00093333,       1.31608329
       1.62406015,       0.00000000,       0.48813473
       1.62406015,       0.00093333,       1.34347824
       1.62406015,       0.00186667,       0.48139442
       1.62406015,       0.00280000,       0.16505418
       1.63408521,      -0.00280000,       0.15643797
       1.63408521,      -0.00186667,       0.37741072
       1.63408521,      -0.00093333,       1.70579520
       1.63408521,       0.00000000,       1.00663899
       1.63408521,       0.00093333,       1.72977647
       1.63408521,       0.00186667,       0.38302626
       1.63408521,       0.00280000,       0.16049120
       1.64411028,      -0.00280000,       0.16365920
       1.64411028,      -0.00186667,       0.36081078
       1.64411028,      -0.00093333,       1.50268102
       1.64411028,       0.00000000,       1.93305016
       1.64411028,       0.00093333,       1.51495284
       1.64411028,       0.00186667,       0.36421204
       1.64411028,       0.00280000,       0.16683744
       1.65413534,      -0.00280000,       0.17732119
       1.65413534,      -0.00186667,       0.37790111
       1.65413534,      -0.00093333,       1.39815421
       1.65413534,       0.00000000,       3.23427779
       1.65413534,       0.00093333,       1.40398117
       1.65413534,       0.00186667,       0.38012701
       1.65413534,       0.00280000,       0.17984116
       1.66416040,      -0.00280000,       0.19495604
       1.66416040,      -0.00186667,       0.41170974
       1.66416040,      -0.00093333,       1.42651308
       1.66416040,       0.00000000,       4.63372945
       1.66416040,       0.00093333,       1.42931669
       1.66416040,       0.00186667,       0.41327313
       1.66416040,       0.00280000,       0.19699353
       1.67418546,      -0.00280000,       0.21477187
       1.67418546,      -0.00186667,       0.45368185
       1.67418546,      -0.00093333,       1.52674467
       1.67418546,       0.00000000,       5.87726740
       1.67418546,       0.00093333,       1.52814115
       1.67418546,       0.00186667,       0.45486374
       1.67418546,       0.00280000,       0.21646340
       1.68421053,      -0.00280000,       0.23553303
       1.68421053,      -0.00186667,       0.49907129
       1.68421053,      -0.00093333,       1.66044208
       1.68421053,       0.00000000,       6.91169406
       1.68421053,       0.00093333,       1.66119226
       1.68421053,       0.00186667,       0.50002646
       1.68421053,       0.00280000,       0.23697564
       1.69423559,      -0.00280000,       0.25647607
       1.69423559,      -0.00186667,       0.54530361
       1.69423559,      -0.00093333,       1.80732177
       1.69423559,       0.00000000,       7.79042924
       1.69423559,       0.00093333,       1.80777710
       1.69423559,       0.00186667,       0.54611547
       1.69423559,       0.00280000,       0.25773496
       1.70426065,      -0.00280000,       0.27716839
       1.70426065,      -0.00186667,       0.59105976
       1.70426065,      -0.00093333,       1.95730146
       1.70426065,       0.00000000,       8.57084978
       1.70426065,       0.00093333,       1.95761777
       1.70426065,       0.00186667,       0.59177306
       1.70426065,       0.00280000,       0.27828671
       1.71428571,      -0.00280000,       0.29737526
       1.71428571,      -0.00186667,       0.63569462
       1.71428571,      -0.00093333,       2.10560201
       1.71428571,       0.00000000,       9.28810112
       1.71428571,       0.00093333,       2.10584575
       1.71428571,       0.00186667,       0.63633415
       1.71428571,       0.00280000,       0.29838204
       1.72431078,      -0.00280000,       0.31696879
       1.72431078,      -0.00186667,       0.67889708
       1.72431078,      -0.00093333,       2.25001969
       1.72431078,       0.00000000,       9.96007450
       1.72431078,       0.00093333,       2.25021890
