           0 ,          -5 ,  1.921337033681453E-003
           1 ,          -5 ,  9.184993469706551E-004
           2 ,          -5 ,  1.043076035926088E-003
           3 ,          -5 ,  2.603048298390523E-003
           4 ,          -5 ,  3.578916741985851E-003
           5 ,          -5 ,  4.752407704991878E-003
           6 ,          -5 ,  4.143079291725572E-003
           7 ,          -5 ,  3.281697699922198E-003
           8 ,          -5 ,  2.947807778736001E-003
           9 ,          -5 ,  2.609501712380854E-003
          10 ,          -5 ,  2.230092890864336E-003
          11 ,          -5 ,  1.919114787565456E-003
          12 ,          -5 ,  1.684677244352449E-003
          13 ,          -5 ,  1.501204495372394E-003
          14 ,          -5 ,  1.358594075700995E-003
          15 ,          -5 ,  1.253282331712559E-003
          16 ,          -5 ,  1.172018415329726E-003
          17 ,          -5 ,  1.105339815050313E-003
          18 ,          -5 ,  1.052256654084268E-003
          19 ,          -5 ,  1.012463991470953E-003
          20 ,          -5 ,  9.801953823817848E-004
          21 ,          -5 ,  9.505145066840462E-004
          22 ,          -5 ,  9.258313023709992E-004
          23 ,          -5 ,  9.108344656809114E-004
          24 ,          -5 ,  9.029359297608709E-004
          25 ,          -5 ,  8.981222489156556E-004
          26 ,          -5 ,  8.917539628950253E-004
          27 ,          -5 ,  8.852946389192474E-004
          28 ,          -5 ,  8.794432207154460E-004
          29 ,          -5 ,  8.744139843386911E-004
          30 ,          -5 ,  8.707772696150317E-004
          31 ,          -5 ,  8.681699542761791E-004
          32 ,          -5 ,  8.664207446774003E-004
          33 ,          -5 ,  8.646619473487682E-004
          34 ,          -5 ,  8.633312460655180E-004
          35 ,          -5 ,  8.615774820969517E-004
          36 ,          -5 ,  8.617260279540297E-004
          37 ,          -5 ,  8.615774854849721E-004
          38 ,          -5 ,  8.633312425296432E-004
          39 ,          -5 ,  8.646619473836774E-004
          40 ,          -5 ,  8.664207479456089E-004
          41 ,          -5 ,  8.681699505382979E-004
          42 ,          -5 ,  8.707772696890004E-004
          43 ,          -5 ,  8.744139874136269E-004
          44 ,          -5 ,  8.794432166798329E-004
          45 ,          -5 ,  8.852946391467432E-004
          46 ,          -5 ,  8.917539655880346E-004
          47 ,          -5 ,  8.981222442605765E-004
          48 ,          -5 ,  9.029359299010555E-004
          49 ,          -5 ,  9.108344677307606E-004
          50 ,          -5 ,  9.258312974738502E-004
          51 ,          -5 ,  9.505145072188560E-004
          52 ,          -5 ,  9.801953827667086E-004
          53 ,          -5 ,  1.012463984536140E-003
          54 ,          -5 ,  1.052256655058026E-003
          55 ,          -5 ,  1.105339811679243E-003
          56 ,          -5 ,  1.172018405991474E-003
          57 ,          -5 ,  1.253282335476618E-003
          58 ,          -5 ,  1.358594064200170E-003
          59 ,          -5 ,  1.501204474787680E-003
          60 ,          -5 ,  1.684677249333671E-003
          61 ,          -5 ,  1.919114766110740E-003
          62 ,          -5 ,  2.230092865868610E-003
          63 ,          -5 ,  2.609501733188477E-003
          64 ,          -5 ,  2.947807724391076E-003
          65 ,          -5 ,  3.281697634088999E-003
          66 ,          -5 ,  4.143079348596400E-003
          67 ,          -5 ,  4.752407700813728E-003
          68 ,          -5 ,  3.578916733981540E-003
          69 ,          -5 ,  2.603048380966833E-003
          70 ,          -5 ,  1.043076034803266E-003
          71 ,          -5 ,  9.184993449281099E-004
          72 ,          -5 ,  1.921337032230827E-003
           0 ,          -4 ,  5.556178302228945E-003
           1 ,          -4 ,  2.649463162033472E-003
           2 ,          -4 ,  1.327175983837276E-003
           3 ,          -4 ,  1.439084959983000E-002
           4 ,          -4 ,  6.985272746281107E-003
           5 ,          -4 ,  1.066744199997721E-002
           6 ,          -4 ,  5.084183093706691E-003
           7 ,          -4 ,  6.933026043322456E-003
           8 ,          -4 ,  4.142056935309916E-003
           9 ,          -4 ,  4.537949984694604E-003
          10 ,          -4 ,  2.984185973597489E-003
          11 ,          -4 ,  3.004165133207032E-003
          12 ,          -4 ,  2.205775160624512E-003
          13 ,          -4 ,  2.130636523770103E-003
          14 ,          -4 ,  1.723307403212889E-003
          15 ,          -4 ,  1.641794097425936E-003
          16 ,          -4 ,  1.415433135705533E-003
          17 ,          -4 ,  1.343473599016244E-003
          18 ,          -4 ,  1.215962524545883E-003
          19 ,          -4 ,  1.160208929718330E-003
          20 ,          -4 ,  1.083670099389827E-003
