      -4.00000000,       0.00129950
      -3.96000000,       0.00139220
      -3.92000000,       0.00153268
      -3.88000000,       0.00179956
      -3.84000000,       0.00224200
      -3.80000000,       0.00282952
      -3.76000000,       0.00353503
      -3.72000000,       0.00434656
      -3.68000000,       0.00524220
      -3.64000000,       0.00622900
      -3.60000000,       0.00728098
      -3.56000000,       0.00840980
      -3.52000000,       0.00959782
      -3.48000000,       0.01086489
      -3.44000000,       0.01216410
      -3.40000000,       0.01353456
      -3.36000000,       0.01496704
      -3.32000000,       0.01642462
      -3.28000000,       0.01795686
      -3.24000000,       0.01948867
      -3.20000000,       0.02106505
      -3.16000000,       0.02273436
      -3.12000000,       0.02446109
      -3.08000000,       0.02624854
      -3.04000000,       0.02807518
      -3.00000000,       0.02980647
      -2.96000000,       0.03148938
      -2.92000000,       0.03342117
      -2.88000000,       0.03554048
      -2.84000000,       0.03759189
      -2.80000000,       0.03947262
      -2.76000000,       0.04142296
      -2.72000000,       0.04354109
      -2.68000000,       0.04557552
      -2.64000000,       0.04755563
      -2.60000000,       0.04985282
      -2.56000000,       0.05229582
      -2.52000000,       0.05433451
      -2.48000000,       0.05623944
      -2.44000000,       0.05861295
      -2.40000000,       0.06121555
      -2.36000000,       0.06347891
      -2.32000000,       0.06561113
      -2.28000000,       0.06807231
      -2.24000000,       0.07060777
      -2.20000000,       0.07288076
      -2.16000000,       0.07506932
      -2.12000000,       0.07766264
      -2.08000000,       0.08046839
      -2.04000000,       0.08285979
      -2.00000000,       0.08512173
      -1.96000000,       0.08786914
      -1.92000000,       0.09043248
      -1.88000000,       0.09268233
      -1.84000000,       0.09535284
      -1.80000000,       0.09843939
      -1.76000000,       0.10106876
      -1.72000000,       0.10343948
      -1.68000000,       0.10612142
      -1.64000000,       0.10876516
      -1.60000000,       0.11150711
      -1.56000000,       0.11468424
      -1.52000000,       0.11722072
      -1.48000000,       0.11972282
      -1.44000000,       0.12281400
      -1.40000000,       0.12546898
      -1.36000000,       0.12837001
      -1.32000000,       0.13160724
      -1.28000000,       0.13392869
      -1.24000000,       0.13694794
      -1.20000000,       0.14058237
      -1.16000000,       0.14270617
      -1.12000000,       0.14554145
      -1.08000000,       0.14942868
      -1.04000000,       0.15188729
      -1.00000000,       0.15499680
      -0.96000000,       0.15859919
      -0.92000000,       0.16084818
      -0.88000000,       0.16467132
      -0.84000000,       0.16858248
      -0.80000000,       0.17048168
      -0.76000000,       0.17412703
      -0.72000000,       0.17858058
      -0.68000000,       0.18153108
      -0.64000000,       0.18527447
      -0.60000000,       0.18902715
      -0.56000000,       0.19226175
      -0.52000000,       0.19747945
      -0.48000000,       0.20267805
      -0.44000000,       0.20660640
      -0.40000000,       0.21242603
      -0.36000000,       0.22008124
      -0.32000000,       0.22805851
      -0.28000000,       0.23883912
      -0.24000000,       0.25558889
      -0.20000000,       0.28288513
      -0.19000000,       0.29222298
      -0.18000000,       0.30238895
      -0.17000000,       0.31295459
      -0.16000000,       0.32163500
      -0.15000000,       0.32225933
      -0.14000000,       0.30490728
      -0.13000000,       0.26383031
      -0.12000000,       0.21054711
      -0.11000000,       0.16291460
      -0.10000000,       0.12762559
      -0.09000000,       0.10309342
      -0.08000000,       0.08614351
      -0.07000000,       0.07428182
      -0.06000000,       0.06586209
      -0.05000000,       0.05984098
      -0.04000000,       0.05555843
      -0.03000000,       0.05259459
      -0.02000000,       0.05068383
      -0.01000000,       0.04966439
       0.00000000,       0.04944997
       0.01000000,       0.05001523
       0.02000000,       0.05139153
       0.03000000,       0.05367171
       0.04000000,       0.05702497
       0.05000000,       0.06172613
       0.06000000,       0.06820686
       0.07000000,       0.07714331
       0.08000000,       0.08960155
       0.09000000,       0.10726117
       0.10000000,       0.13266576
       0.11000000,       0.16906202
       0.12000000,       0.21812794
       0.13000000,       0.27323897
       0.14000000,       0.31648869
       0.15000000,       0.33620236
       0.16000000,       0.33806389
       0.17000000,       0.33184919
       0.18000000,       0.32353010
       0.19000000,       0.31564865
       0.20000000,       0.30867908
       0.24000000,       0.28979781
       0.28000000,       0.28093108
       0.32000000,       0.27702170
       0.36000000,       0.27560072
       0.40000000,       0.27537349
       0.44000000,       0.27615585
       0.48000000,       0.27760769
       0.52000000,       0.27916976
       0.56000000,       0.28112301
       0.60000000,       0.28353853
       0.64000000,       0.28584047
       0.68000000,       0.28798135
       0.72000000,       0.29014746
       0.76000000,       0.29217951
       0.80000000,       0.29367185
       0.84000000,       0.29539506
       0.88000000,       0.29831841
       0.92000000,       0.30153760
       0.96000000,       0.30315856
       1.00000000,       0.30369282
       1.04000000,       0.30558341
       1.08000000,       0.30844154
       1.12000000,       0.31032452
       1.16000000,       0.31139545
       1.20000000,       0.31285765
       1.24000000,       0.31507217
       1.28000000,       0.31704387
       1.32000000,       0.31705574
       1.36000000,       0.31837397
       1.40000000,       0.32148758
       1.44000000,       0.32176275
       1.48000000,       0.32210632
       1.52000000,       0.32451096
       1.56000000,       0.32472173
       1.60000000,       0.32547129
       1.64000000,       0.32724598
       1.68000000,       0.32667622
       1.72000000,       0.32806334
       1.76000000,       0.33026333
       1.80000000,       0.32875841
       1.84000000,       0.32946881
       1.88000000,       0.33119335
       1.92000000,       0.32964768
       1.96000000,       0.33105202
       2.00000000,       0.33243210
       2.04000000,       0.33033947
       2.08000000,       0.33145066
       2.12000000,       0.33178433
       2.16000000,       0.33011741
       2.20000000,       0.33191583
       2.24000000,       0.33138429
       2.28000000,       0.32946325
       2.32000000,       0.33074891
       2.36000000,       0.32944331
       2.40000000,       0.32813408
