      -0.14000000,       0.82795688
      -0.13906667,       0.72477256
      -0.13813333,       0.89933458
      -0.13720000,       0.87143148
      -0.13626667,       0.86382190
      -0.13533333,       1.14787056
      -0.13440000,       1.78238806
      -0.13346667,       2.13432769
      -0.13253333,       0.58353315
      -0.13160000,       0.20803494
      -0.13066667,       0.11082696
      -0.12973333,       0.07099038
      -0.12880000,       0.05038559
      -0.12786667,       0.03816008
      -0.12693333,       0.03022089
      -0.12600000,       0.02472548
      -0.12506667,       0.02073654
      -0.12413333,       0.01773284
      -0.12320000,       0.01540409
      -0.12226667,       0.01355516
      -0.12133333,       0.01205794
      -0.12040000,       0.01082523
      -0.11946667,       0.00979576
      -0.11853333,       0.00892541
      -0.11760000,       0.00818168
      -0.11666667,       0.00754012
      -0.11573333,       0.00698204
      -0.11480000,       0.00649297
      -0.11386667,       0.00606147
      -0.11293333,       0.00567847
      -0.11200000,       0.00533664
      -0.11106667,       0.00503002
      -0.11013333,       0.00475373
      -0.10920000,       0.00450373
      -0.10826667,       0.00427662
      -0.10733333,       0.00406957
      -0.10640000,       0.00388019
      -0.10546667,       0.00370644
      -0.10453333,       0.00354655
      -0.10360000,       0.00339904
      -0.10266667,       0.00326261
      -0.10173333,       0.00313611
      -0.10080000,       0.00301858
      -0.09986667,       0.00290915
      -0.09893333,       0.00280705
      -0.09800000,       0.00271164
      -0.09706667,       0.00262230
      -0.09613333,       0.00253852
      -0.09520000,       0.00245982
      -0.09426667,       0.00238579
      -0.09333333,       0.00231606
      -0.09240000,       0.00225028
      -0.09146667,       0.00218816
      -0.09053333,       0.00212942
      -0.08960000,       0.00207380
      -0.08866667,       0.00202110
      -0.08773333,       0.00197110
      -0.08680000,       0.00192361
      -0.08586667,       0.00187847
      -0.08493333,       0.00183552
      -0.08400000,       0.00179463
      -0.08306667,       0.00175565
      -0.08213333,       0.00171847
      -0.08120000,       0.00168298
      -0.08026667,       0.00164908
      -0.07933333,       0.00161668
      -0.07840000,       0.00158568
      -0.07746667,       0.00155602
      -0.07653333,       0.00152760
      -0.07560000,       0.00150037
      -0.07466667,       0.00147426
      -0.07373333,       0.00144922
      -0.07280000,       0.00142518
      -0.07186667,       0.00140209
      -0.07093333,       0.00137991
      -0.07000000,       0.00135860
      -0.06906667,       0.00133810
      -0.06813333,       0.00131838
      -0.06720000,       0.00129941
      -0.06626667,       0.00128114
      -0.06533333,       0.00126356
      -0.06440000,       0.00124661
      -0.06346667,       0.00123029
      -0.06253333,       0.00121455
      -0.06160000,       0.00119938
      -0.06066667,       0.00118475
      -0.05973333,       0.00117064
      -0.05880000,       0.00115703
      -0.05786667,       0.00114390
      -0.05693333,       0.00113122
      -0.05600000,       0.00111898
      -0.05506667,       0.00110717
      -0.05413333,       0.00109577
      -0.05320000,       0.00108475
      -0.05226667,       0.00107412
      -0.05133333,       0.00106385
      -0.05040000,       0.00105393
      -0.04946667,       0.00104435
      -0.04853333,       0.00103510
      -0.04760000,       0.00102617
      -0.04666667,       0.00101754
      -0.04573333,       0.00100921
      -0.04480000,       0.00100116
      -0.04386667,       0.00099340
      -0.04293333,       0.00098590
      -0.04200000,       0.00097866
      -0.04106667,       0.00097168
      -0.04013333,       0.00096495
      -0.03920000,       0.00095845
      -0.03826667,       0.00095219
      -0.03733333,       0.00094615
      -0.03640000,       0.00094033
      -0.03546667,       0.00093473
      -0.03453333,       0.00092933
      -0.03360000,       0.00092414
      -0.03266667,       0.00091915
      -0.03173333,       0.00091435
      -0.03080000,       0.00090974
      -0.02986667,       0.00090532
      -0.02893333,       0.00090108
      -0.02800000,       0.00089701
      -0.02706667,       0.00089312
      -0.02613333,       0.00088940
      -0.02520000,       0.00088585
      -0.02426667,       0.00088246
      -0.02333333,       0.00087923
      -0.02240000,       0.00087616
      -0.02146667,       0.00087324
      -0.02053333,       0.00087048
      -0.01960000,       0.00086787
